sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/bacheca/geopolitical-competition-under-other-name-development-policy-in-multilateral-security-organizations/index.txt,"Secondo il testo, quale aspetto del lavoro di Dr. Emiliano Alessandri viene evidenziato come particolarmente rilevante?",A. La sua esperienza nell'ambito della sicurezza internazionale e la sua conoscenza delle politiche di sviluppo all'interno di organizzazioni internazionali come la NATO e l'OSCE.,B. La sua specializzazione in storia transatlantica e la sua esperienza di ricerca presso l'Università di Cambridge.,C. La sua attività di insegnamento presso l'Università di Bologna e la sua laurea in Scienze Internazionali e Diplomatica.,D. La sua collaborazione con il German Marshall Fund of the United States e la sua esperienza come senior fellow presso l'Ufficio del Segretario Generale dell'ONU.
../SviluppoCooperazioneInternazionale/bacheca/geopolitical-competition-under-other-name-development-policy-in-multilateral-security-organizations/ics_view/index.txt,Quando si terrà il seminario sul tema della 'Geopolitical competition under other name: development policy in multilateral security organizations'?,"A. 5 aprile 2024, dalle 9:00 alle 11:00","B. 23 settembre 2024, alle 21:58","C. 23 marzo 2024, dalle 21:50 alle 23:50","D. 31 marzo 2024, dalle 3:00 alle 5:00"
../SviluppoCooperazioneInternazionale/bacheca/geopolitical-competition-under-other-name-development-policy-in-multilateral-security-organizations/geopolitical-competition-under-other-name-development-policy-in-multilateral-security-organizations.pdf/@@download/file/Geopolitical%20competition%20under%20other%20name%20development%20policy%20in%20multilateral%20security%20organizations.pdf.txt,Quale organizzazione internazionale viene menzionata nel contesto come esempio di un'organizzazione che affronta la politica di sviluppo?,A. NATO,B. ONU,C. UE,D. WTO
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=12/index.txt,"Quale bando offre contributi economici specifici per studenti in condizioni di disagio personale, familiare ed economico iscritti all'anno accademico 2023/2024?",A. Contributi per chi è in condizioni di disagio,B. Borse di studio per progetti inerenti le problematiche della cooperazione allo sviluppo,C. Contributi per le spese di affitto,D. Concorso per premi nell’ambito della settimana della sicurezza 2024
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=12/index.txt,Quando è possibile presentare domanda per il bando ER.GO che offre borse di studio e altre agevolazioni?,A. Entro il 13 settembre 2024,B. Entro il 5 luglio 2024,C. Entro il 17 luglio 2024,D. Entro il 2 luglio 2024
../SviluppoCooperazioneInternazionale/bacheca/servizio-civile-universale-bando-2023/index.txt,"Secondo il testo, quale tra questi servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. Incarichi extraistituzionali,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Corsi in lingua
../SviluppoCooperazioneInternazionale/bacheca/servizio-civile-universale-bando-2023/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza per la ricerca di lavoro,A. Cedolini web,B.  Incarichi extraistituzionali,C.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/servizio-civile-universale-bando-2023/index.txt,In quale paese sono ubicate le 4 posizioni di Servizio Civile Universale offerte dal MLFM nel Bando 2023?,A. Ruanda,B. Kenya,C. Tanzania,D. Etiopia
../SviluppoCooperazioneInternazionale/bacheca/servizio-civile-universale-bando-2023/index.txt,Quando scade il bando per il Servizio Civile Universale in Ruanda?,A. 15 febbraio 2024 alle ore 14,B. 15 marzo 2024 alle ore 14,C. 15 febbraio 2024 alle ore 12,D. 15 gennaio 2024 alle ore 14
../SviluppoCooperazioneInternazionale/bacheca/servizio-civile-universale-bando-2023/index.txt,"Secondo il testo fornito, quali informazioni aggiuntive sono disponibili per gli utenti del sito web?","A. Informazioni sulla privacy, note legali e informazioni sull'accessibilità del sito","B. Informazioni sulla privacy, note legali e informazioni sui cookie","C. Informazioni sulla privacy, note legali e informazioni sui corsi di laurea","D. Informazioni sulla privacy, note legali e informazioni sui servizi di supporto"
../SviluppoCooperazioneInternazionale/bacheca/crescita-produttivita-ed-equita-distributiva-nell-evoluzione-strutturale-delle-imprese-italiane-un-analisi-su-dati-istat-del-periodo-2008-2021-1/index.txt,Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. UniboStore,D. Concilium
../SviluppoCooperazioneInternazionale/bacheca/crescita-produttivita-ed-equita-distributiva-nell-evoluzione-strutturale-delle-imprese-italiane-un-analisi-su-dati-istat-del-periodo-2008-2021-1/index.txt,"Secondo il testo fornito, quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?",D. U-Web Reporting - Reportistica Contabile Progetti,A.  IRIS - Archivio produzione scientifica,B.  La mia e-mail Studenti,C.  Servizi bibliotecari
../SviluppoCooperazioneInternazionale/bacheca/crescita-produttivita-ed-equita-distributiva-nell-evoluzione-strutturale-delle-imprese-italiane-un-analisi-su-dati-istat-del-periodo-2008-2021-1/index.txt,"Quando e dove si terrà il seminario su 'Crescita, produttività ed equità distributiva nell’evoluzione strutturale delle imprese italiane. Un’analisi su dati ISTAT del periodo 2008-2021'?","A. 10 aprile 2024 dalle 17:00 alle 19:00, Aula Ruffilli, Primo piano, Palazzo Hercolani - Strada Maggiore 45, Bologna","B. 10 maggio 2024 dalle 16:00 alle 18:00, Aula Ruffilli, Primo piano, Palazzo Hercolani - Strada Maggiore 45, Bologna","C. 10 aprile 2024 dalle 17:00 alle 19:00, Aula Verdi, Primo piano, Palazzo Hercolani - Strada Maggiore 45, Bologna","D. 10 aprile 2024 dalle 17:00 alle 19:00, Aula Ruffilli, Secondo piano, Palazzo Hercolani - Strada Maggiore 45, Bologna"
../SviluppoCooperazioneInternazionale/bacheca/crescita-produttivita-ed-equita-distributiva-nell-evoluzione-strutturale-delle-imprese-italiane-un-analisi-su-dati-istat-del-periodo-2008-2021-1/ics_view/index.txt,"In che anno l'evento ""Crescita, produttività ed equità distributiva nell’evoluzione strutturale delle imprese italiane. Un’analisi su dati ISTAT del periodo 2008-2021"" si svolge?",A. 2024,B. 2023,C. 2021,D. 2008
../SviluppoCooperazioneInternazionale/bacheca/crescita-produttivita-ed-equita-distributiva-nell-evoluzione-strutturale-delle-imprese-italiane-un-analisi-su-dati-istat-del-periodo-2008-2021-1/locandina-seminario.pdf/@@download/file/Locandina%20Seminario.pdf.txt,"Secondo l'analisi ISTAT presentata al seminario, in che periodo temporale sono stati raccolti i dati relativi alla crescita, produttività ed equità distributiva nelle imprese italiane?",A. 2008 - 2021,B. 2005 - 2019,C. 2010 - 2023,D. 2012 - 2025
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/index.txt,Quale tra i seguenti servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/index.txt,Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,D.  Servizi di consulenza legale,A.  Accesso alle liste di distribuzione dei docenti,B.  Gestione delle tesi online,C.  Invio e ricezione di email personali
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/index.txt,Quante ore di formazione sono previste per FundraisingDay?,A. 8,B. 6,C. 10,D. 12
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/index.txt,Quante ore di formazione sono previste per FundraisingDay?,A. 8,B. 6,C. 10,D. 12
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/index.txt,Quale delle seguenti app NON è menzionata come disponibile per gli studenti dell'Università di Bologna?,A. App Alumni,B. App Job Placement,C. App MyUniBo,D. App MyStudy
../SviluppoCooperazioneInternazionale/bacheca/fundraisingday-l-evento-online-gratuito-per-studiare-le-tecniche-di-raccolta-fondi-delle-organizzazioni-nonprofit/ics_view/index.txt,Quante ore di formazione sono previste per FundraisingDay?,A. 8 ore,B. 6 ore,C. 10 ore,D. 12 ore
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=36/index.txt,Quando è scaduto il termine per iscriversi al semestre a Buenos Aires?,A. 6 maggio,B. 13 maggio,C. 9 aprile,D. 12 aprile
../SviluppoCooperazioneInternazionale/bacheca/@@archivio-notizie_b_start_int=36/index.txt,Quando è possibile iscriversi al percorso di 8 lezioni di introduzione all'imprenditorialità organizzato in collaborazione con AlmaCube?,A. Entro il 21 marzo,B. Il 25 marzo,C. Il 19 marzo,D. Entro il 20 aprile
../SviluppoCooperazioneInternazionale/bacheca/semestre-a-buenos-aires/index.txt,"Secondo il testo, quale tra questi servizi online è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C. Concilium,D. IRIS - Archivio produzione scientifica
../SviluppoCooperazioneInternazionale/bacheca/semestre-a-buenos-aires/index.txt,Quale dei seguenti servizi NON è disponibile tramite il portale di Ateneo dell'Università di Bologna?,A. UniboImmagine,B. IRIS - Archivio produzione scientifica,C. La mia e-mail Studenti,D. Concilium
../SviluppoCooperazioneInternazionale/bacheca/semestre-a-buenos-aires/index.txt,Quando è scaduto il termine per le iscrizioni al semestre a Buenos Aires?,A. 6 maggio,B. 8 aprile,C. 16 maggio,D. 15 aprile
../SviluppoCooperazioneInternazionale/bacheca/semestre-a-buenos-aires/index.txt,Quando verrà pubblicata la graduatoria per il semestre a Buenos Aires?,A. Il 16 maggio,B. Il 8 aprile,C. Il 6 maggio,D. Il 20 maggio
../SviluppoCooperazioneInternazionale/bacheca/modifica-email-supporto-alla-didattica/index.txt,Quale dei seguenti servizi online è specificamente dedicato alla gestione degli esami per gli studenti dell'Università di Bologna?,A. AlmaEsami,B. AlmaRM,C. UniboStore,D. Concilium
../SviluppoCooperazioneInternazionale/bacheca/modifica-email-supporto-alla-didattica/index.txt,Quando è stato pubblicato l'annuncio della nuova email di supporto alla didattica?,A. 11 luglio 2024,B. 11 luglio 2023,C. 11 agosto 2024,D. 11 settembre 2024
../SviluppoCooperazioneInternazionale/bacheca/modifica-email-supporto-alla-didattica/index.txt,Quando è stata pubblicata la nuova email di supporto didattico per il corso di laurea in Sviluppo e Cooperazione Internazionale?,A. 11 luglio 2024,B. 11 giugno 2024,C. 11 agosto 2024,D. 11 settembre 2024
../SviluppoCooperazioneInternazionale/bacheca/rigenerazioni-quanto-ne-sai-concretamente-di-sostenibilita/index.txt,Quale ruolo ricopre Massimo Antonelli all'interno di EY Italia?,A. Country Managing Partner e Chief Operations Officer (COO) per la Region Europe West,B. Presidente del Comitato Scientifico di EY e Country Managing Partner,C. Chief Operations Officer (COO) per la Region Europe West e socio fondatore di EY Italia,D. Country Managing Partner e socio di EY Italia dal 2002
../SviluppoCooperazioneInternazionale/bacheca/rigenerazioni-quanto-ne-sai-concretamente-di-sostenibilita/ics_view/index.txt,Quando è possibile iscriversi all'evento 'RiGenerazioni. Quanto ne sai concretamente di sostenibilità'?,A. Fino al 18 aprile,B. Fino al 22 aprile,C. Fino al 23 settembre,D. Fino al 12 aprile
../SviluppoCooperazioneInternazionale/bacheca/simone-gridelli-laureato-svic-premiato-dalla-societa-geografica-italiana/index.txt,Qual è l'argomento principale della tesi di laurea di Simone Gridelli che ha vinto il Premio nazionale della Società Geografica italiana?,A. Gli impatti territoriali dell'industria estrattiva del litio nel Salar di Atacama,B. L'impatto della decarbonizzazione sulla biodiversità globale,C. Le strategie produttive per lo sviluppo sostenibile nel settore minerario,D. L'analisi geoeconomica del mercato del litio nel contesto della crisi climatica
../SviluppoCooperazioneInternazionale/bacheca/l-universita-e-per-tutte-le-persone/index.txt,In quale fascia oraria si terrà l'evento dedicato alle borse di studio e alle agevolazioni per gli studenti?,A. 27 febbraio ore 13.30-14.30  e 28 febbraio ore 11.00-12.00,B. 27 febbraio ore 12.00-12.30 e 28 febbraio ore 16.00-16.30,C. 27 febbraio ore 13.00-13.30 e 28 febbraio ore 12.00-12.30,D. 27 febbraio ore 13.30-14.30 e 28 febbraio ore 13.00-13.30
../SviluppoCooperazioneInternazionale/bacheca/il-sudafrica-a-trent-anni-dalla-apartheid-sfide-interne-e-internazionali/index.txt,Quando e dove si terrà la conferenza  _“Il Sudafrica a trent’anni dalla apartheid – sfide interne e internazionali”_?,"A. Martedì 9 aprile alle ore 16:30 presso la Sala di Ulisse (Accademia delle Scienze, via Zamboni 31)","B. Lunedì 8 aprile alle ore 16:30 presso la Sala di Ulisse (Accademia delle Scienze, via Zamboni 31)","C. Martedì 9 aprile alle ore 17:30 presso la Sala di Ulisse (Accademia delle Scienze, via Zamboni 31)","D. Martedì 9 aprile alle ore 16:30 presso la Sala di Dante (Accademia delle Scienze, via Zamboni 31)"
../SviluppoCooperazioneInternazionale/bacheca/il-sudafrica-a-trent-anni-dalla-apartheid-sfide-interne-e-internazionali/09_04_pallotti_zamponi-web.pdf/@@download/file/09_04_Pallotti_Zamponi%20%20-%20web.pdf.txt,"Dove si terrà il ciclo di incontri sul tema ""Il Sudafrica a trent'anni dalla apartheid""?",A.  Sia in presenza all'Accademia delle Scienze di Bologna che online tramite un link dedicato.,B.  Esclusivamente presso l'Università di Bologna.,C.  Il 9 aprile 2023 alle ore 16:30 presso la Sala Ulisse dell'Accademia delle Scienze.,D.  Solo online tramite la piattaforma Zoom.
../SviluppoCooperazioneInternazionale/bacheca/il-sudafrica-a-trent-anni-dalla-apartheid-sfide-interne-e-internazionali/ics_view/index.txt,"In quale sala si terrà il seminario ""Il Sudafrica a trent'anni dalla apartheid – sfide interne e internazionali""?","A. Sala di Ulisse (Accademia delle Scienze, via Zamboni 31)","B. Sala di Dante (Accademia delle Scienze, via Zamboni 31)","C. Aula Magna (Università di Bologna, via Zamboni 31)","D. Sala di Ulisse (Palazzo Poggi, via Zamboni 31)"
../SviluppoCooperazioneInternazionale/bacheca/presentazione-bando-erasmus-2024-25/index.txt,Quando verrà pubblicato il bando Erasmus+ Studio 2024/2025?,A. Il 10 gennaio 2024 nel pomeriggio,B. Il 15 gennaio 2024 alle ore 9.00,C. Il 10 gennaio 2024 alle ore 17.00,D. Il 15 gennaio 2024 nel pomeriggio
../SviluppoCooperazioneInternazionale/bacheca/presentazione-bando-erasmus-2024-25/index.txt,Quando verrà pubblicata la call per le candidature Erasmus+?,"A. Il 10 gennaio 2024, nel pomeriggio","B. Il 10 febbraio 2024, al mattino","C. Il 10 gennaio 2023, nel pomeriggio","D. Il 10 gennaio 2024, durante la giornata"
../SviluppoCooperazioneInternazionale/bacheca/presentazione-bando-erasmus-2024-25/ics_view/index.txt,In quale aula si terrà la presentazione del bando Erasmus 2024/25?,A. Aula 4 di Palazzo Hercolani,B. Aula 5 di Palazzo Hercolani,C. Aula 4 di Palazzo Re Enzo,D. Sala Convegni di Palazzo Hercolani
../SviluppoCooperazioneInternazionale/bacheca/fantascienza-e-demografia/index.txt,Quale dei seguenti servizi online NON è specificamente menzionato come disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. IRIS - Archivio produzione scientifica
